username,score,score_percentage
BartoszMazur_DP,19.0,3.479155737082032e-06
truthfolllower,19.0,3.479155737082032e-06
LamecuaW,19.0,3.479155737082032e-06
BalinFundinson,19.0,3.479155737082032e-06
Luk88772819,19.0,3.479155737082032e-06
AgaMierzejewska,19.0,3.479155737082032e-06
S_Maciejko,19.0,3.479155737082032e-06
janusz_ksawery,19.0,3.479155737082032e-06
CocoCha74355072,19.0,3.479155737082032e-06
Katamaranoh,19.0,3.479155737082032e-06
Borys_Niebudka,19.0,3.479155737082032e-06
krzychu_1992,19.0,3.479155737082032e-06
Micha90675863,19.0,3.479155737082032e-06
crowzev,19.0,3.479155737082032e-06
adtab2134,19.0,3.479155737082032e-06
remczyslaw,19.0,3.479155737082032e-06
lukares1,19.0,3.479155737082032e-06
rocnat,19.0,3.479155737082032e-06
FiveFiveFiver,19.0,3.479155737082032e-06
Dorota09430242,19.0,3.479155737082032e-06
tkaz1313,19.0,3.479155737082032e-06
zobten76,19.0,3.479155737082032e-06
Kamil71553661,19.0,3.479155737082032e-06
velobook123,19.0,3.479155737082032e-06
wrobelinho92,19.0,3.479155737082032e-06
PrzPolak,19.0,3.479155737082032e-06
ohydek_szalej,19.0,3.479155737082032e-06
Nikodem_75,19.0,3.479155737082032e-06
LewaPrasa,19.0,3.479155737082032e-06
Piotrovsky4,19.0,3.479155737082032e-06
N_C_D_J_S,19.0,3.479155737082032e-06
Ekscentryk1,19.0,3.479155737082032e-06
As36423620,19.0,3.479155737082032e-06
wPolscepl,19.0,3.479155737082032e-06
KrolMadagaskaru,19.0,3.479155737082032e-06
irena_rydz,19.0,3.479155737082032e-06
dawinho_80,19.0,3.479155737082032e-06
Kamila78543382,19.0,3.479155737082032e-06
verlisee,19.0,3.479155737082032e-06
Kamil26991435,19.0,3.479155737082032e-06
JanuszMen,19.0,3.479155737082032e-06
MTVPatrickTexas,19.0,3.479155737082032e-06
Ambi3DART,19.0,3.479155737082032e-06
ma_panko,19.0,3.479155737082032e-06
ooomaaan1,19.0,3.479155737082032e-06
MelonArtur,19.0,3.479155737082032e-06
karolpieszko1st,19.0,3.479155737082032e-06
dawidhel,19.0,3.479155737082032e-06
Limeryk2,19.0,3.479155737082032e-06
Malwa71943591,19.0,3.479155737082032e-06
Arkadiu37160115,19.0,3.479155737082032e-06
Wojtek155,19.0,3.479155737082032e-06
ElzbietaOlszak,19.0,3.479155737082032e-06
AsFranciszek,19.0,3.479155737082032e-06
BinksToBet,19.0,3.479155737082032e-06
T19778,19.0,3.479155737082032e-06
AsiaWisniewska9,19.0,3.479155737082032e-06
dejv400,19.0,3.479155737082032e-06
Nuroferatu,19.0,3.479155737082032e-06
NurUngeimpfte,19.0,3.479155737082032e-06
NoxGotBanned,19.0,3.479155737082032e-06
SznuruS,19.0,3.479155737082032e-06
vonPedr0,19.0,3.479155737082032e-06
JerryZimowy,19.0,3.479155737082032e-06
ARKADIUSZ2021,19.0,3.479155737082032e-06
Kristof92864804,19.0,3.479155737082032e-06
evapatora,19.0,3.479155737082032e-06
m97901168,19.0,3.479155737082032e-06
KamilGowacki7,19.0,3.479155737082032e-06
tonikt_wazny,19.0,3.479155737082032e-06
nielubiegazety2,19.0,3.479155737082032e-06
nielubieczxx,19.0,3.479155737082032e-06
DawidDziwoki,19.0,3.479155737082032e-06
MichaFcb,19.0,3.479155737082032e-06
lewandowicz_m,19.0,3.479155737082032e-06
MajkutMateusz,19.0,3.479155737082032e-06
FrankFoscco,19.0,3.479155737082032e-06
Krzychu85287083,19.0,3.479155737082032e-06
Amabelinka,19.0,3.479155737082032e-06
rbodaszewski,19.0,3.479155737082032e-06
PolishBhoy,19.0,3.479155737082032e-06
Kidrauhl0306,19.0,3.479155737082032e-06
Przemek08869707,19.0,3.479155737082032e-06
Wojtek82499502,19.0,3.479155737082032e-06
DaveSlask,19.0,3.479155737082032e-06
Telcontar2016,19.0,3.479155737082032e-06
Effcia64,19.0,3.479155737082032e-06
eloonka,19.0,3.479155737082032e-06
nightkiler,19.0,3.479155737082032e-06
WokiACMilan,19.0,3.479155737082032e-06
Wolny08070100,19.0,3.479155737082032e-06
JerzyLanger,19.0,3.479155737082032e-06
Greg97868236,19.0,3.479155737082032e-06
PyjterA,19.0,3.479155737082032e-06
ONaniby,19.0,3.479155737082032e-06
hvrib0,19.0,3.479155737082032e-06
Ewer19472257,19.0,3.479155737082032e-06
insomniaaq,19.0,3.479155737082032e-06
Micha60886857,19.0,3.479155737082032e-06
tolonono,19.0,3.479155737082032e-06
naprzod_polsko,19.0,3.479155737082032e-06
Naszybkokolo,19.0,3.479155737082032e-06
Arthur19750413,19.0,3.479155737082032e-06
Iemand_77,19.0,3.479155737082032e-06
WicheRWicheR2,19.0,3.479155737082032e-06
wpisztutajnic,19.0,3.479155737082032e-06
EkszonS,19.0,3.479155737082032e-06
Wuj_Staszek,19.0,3.479155737082032e-06
Krzyszt69934283,19.0,3.479155737082032e-06
JeanKremowka,19.0,3.479155737082032e-06
PremierJarekK,19.0,3.479155737082032e-06
zych_jacek,19.0,3.479155737082032e-06
debesciak__,19.0,3.479155737082032e-06
KikonPl,19.0,3.479155737082032e-06
Karol99423496,19.0,3.479155737082032e-06
oscarpride69,19.0,3.479155737082032e-06
Bernadeta_CSB,19.0,3.479155737082032e-06
TVP3Krakow,19.0,3.479155737082032e-06
nalkxulkuk,19.0,3.479155737082032e-06
4tech_uk,19.0,3.479155737082032e-06
dydlef,19.0,3.479155737082032e-06
maciej_qu,19.0,3.479155737082032e-06
Agniesz10455228,19.0,3.479155737082032e-06
tomekkes,19.0,3.479155737082032e-06
grzegorzkmera,19.0,3.479155737082032e-06
Natalia09779933,19.0,3.479155737082032e-06
MuchaWilhelm,19.0,3.479155737082032e-06
kedzog1,19.0,3.479155737082032e-06
normalnapolska1,19.0,3.479155737082032e-06
KwolekArkadiusz,19.0,3.479155737082032e-06
Alksonix,19.0,3.479155737082032e-06
MMargo_tt,19.0,3.479155737082032e-06
oavskx,19.0,3.479155737082032e-06
Ekhmekhmekhm,19.0,3.479155737082032e-06
mac_podo,19.0,3.479155737082032e-06
PrzemekJM,18.0,3.2960422772356092e-06
ChePsse,18.0,3.2960422772356092e-06
Pecik_1,18.0,3.2960422772356092e-06
swielek,18.0,3.2960422772356092e-06
Jolanta31370082,18.0,3.2960422772356092e-06
LGradmo,18.0,3.2960422772356092e-06
Paulus_Lenis,18.0,3.2960422772356092e-06
zupa_michal,18.0,3.2960422772356092e-06
Pagajek,18.0,3.2960422772356092e-06
Pafnucy8,18.0,3.2960422772356092e-06
Aleksan40159651,18.0,3.2960422772356092e-06
Prawdomowny1,18.0,3.2960422772356092e-06
BochenskiW,18.0,3.2960422772356092e-06
KonradZielisk19,18.0,3.2960422772356092e-06
TenTego00,18.0,3.2960422772356092e-06
pocwiar,18.0,3.2960422772356092e-06
baba_yya,18.0,3.2960422772356092e-06
WojtekAjla,18.0,3.2960422772356092e-06
wierzbol1978,18.0,3.2960422772356092e-06
Szwagier358,18.0,3.2960422772356092e-06
CheJUVENTUS,18.0,3.2960422772356092e-06
Elzbieta_Brzozo,18.0,3.2960422772356092e-06
SebastianKuczy1,18.0,3.2960422772356092e-06
Ja_le_szek,18.0,3.2960422772356092e-06
NonConformistAK,18.0,3.2960422772356092e-06
Non_sequuntur,18.0,3.2960422772356092e-06
KamilMartin,18.0,3.2960422772356092e-06
DrVim2,18.0,3.2960422772356092e-06
Lukasz_sstss,18.0,3.2960422772356092e-06
enejenjoyer,18.0,3.2960422772356092e-06
Mogywmac87,18.0,3.2960422772356092e-06
Lechu0007,18.0,3.2960422772356092e-06
icantdrinkcoffe,18.0,3.2960422772356092e-06
hanxloux,18.0,3.2960422772356092e-06
conchis1111,18.0,3.2960422772356092e-06
Andrzej07398376,18.0,3.2960422772356092e-06
ebria33,18.0,3.2960422772356092e-06
kondri1906,18.0,3.2960422772356092e-06
TypowyPolak3,18.0,3.2960422772356092e-06
PatrycjaZakopa1,18.0,3.2960422772356092e-06
k_krupinski,18.0,3.2960422772356092e-06
Tomasz_xpl,18.0,3.2960422772356092e-06
luvmyquake,18.0,3.2960422772356092e-06
_chuuheart,18.0,3.2960422772356092e-06
Lukasz68375740,18.0,3.2960422772356092e-06
APaltrovitz,18.0,3.2960422772356092e-06
Shork_P,18.0,3.2960422772356092e-06
Coma_BB,18.0,3.2960422772356092e-06
Photoholicus,18.0,3.2960422772356092e-06
idem_iron,18.0,3.2960422772356092e-06
mlody87ml03,18.0,3.2960422772356092e-06
komzbendny,18.0,3.2960422772356092e-06
PSkotarek,18.0,3.2960422772356092e-06
MZdunek79,18.0,3.2960422772356092e-06
jolusik,18.0,3.2960422772356092e-06
PoprobertRobert,18.0,3.2960422772356092e-06
WGryzelda,18.0,3.2960422772356092e-06
Tomek00424160,18.0,3.2960422772356092e-06
__T__X__,18.0,3.2960422772356092e-06
________a_n_n_a,18.0,3.2960422772356092e-06
wojtek_unheilig,18.0,3.2960422772356092e-06
agnieszkaczyzpl,18.0,3.2960422772356092e-06
agnmissok,18.0,3.2960422772356092e-06
marian_baczal,18.0,3.2960422772356092e-06
Teresa77888803,18.0,3.2960422772356092e-06
veranoo91,18.0,3.2960422772356092e-06
WiniarekMariusz,18.0,3.2960422772356092e-06
JacoJaco198,18.0,3.2960422772356092e-06
LaryLerowicz,18.0,3.2960422772356092e-06
InkaS1466,18.0,3.2960422772356092e-06
Garm1981,18.0,3.2960422772356092e-06
Tomek04457949,18.0,3.2960422772356092e-06
TesTeq,18.0,3.2960422772356092e-06
Kichy51876989,18.0,3.2960422772356092e-06
Szewczukasia,18.0,3.2960422772356092e-06
Ani25266105,18.0,3.2960422772356092e-06
jolanta03929498,18.0,3.2960422772356092e-06
Pekao_Analizy,18.0,3.2960422772356092e-06
JuliuszKola,18.0,3.2960422772356092e-06
Mir_Miroslaw,18.0,3.2960422772356092e-06
art_tlen,18.0,3.2960422772356092e-06
IZABELA38007905,18.0,3.2960422772356092e-06
Anjjakk,18.0,3.2960422772356092e-06
yennefer_q,18.0,3.2960422772356092e-06
Wojtasiak4,18.0,3.2960422772356092e-06
Adiosm28,18.0,3.2960422772356092e-06
KwiatkowskiRob,18.0,3.2960422772356092e-06
matheo0807,18.0,3.2960422772356092e-06
samuelnowak,18.0,3.2960422772356092e-06
imagine_kair02,18.0,3.2960422772356092e-06
andrzej_jozwik,18.0,3.2960422772356092e-06
zNowaPolska,18.0,3.2960422772356092e-06
Rosynant_,18.0,3.2960422772356092e-06
MirosUgo,18.0,3.2960422772356092e-06
Mirocardinale,18.0,3.2960422772356092e-06
Kopyto_Jakub,18.0,3.2960422772356092e-06
BlonnDeIIa,18.0,3.2960422772356092e-06
Kamil_Samashi,18.0,3.2960422772356092e-06
Ilona_0_,18.0,3.2960422772356092e-06
Krystyn41494797,18.0,3.2960422772356092e-06
Gershon24,18.0,3.2960422772356092e-06
Evngarden,18.0,3.2960422772356092e-06
CryptoBullfinch,18.0,3.2960422772356092e-06
AnkaFanka7777,18.0,3.2960422772356092e-06
Anna10153123,18.0,3.2960422772356092e-06
Pawe94153465,18.0,3.2960422772356092e-06
gryfny,18.0,3.2960422772356092e-06
Brendol89,18.0,3.2960422772356092e-06
domoking79,18.0,3.2960422772356092e-06
reszka_edu_pl,18.0,3.2960422772356092e-06
AnnElizabeth666,18.0,3.2960422772356092e-06
Felusiowa77,18.0,3.2960422772356092e-06
MarekPusiarski,18.0,3.2960422772356092e-06
Flannels9,18.0,3.2960422772356092e-06
LBlondyna,18.0,3.2960422772356092e-06
yagiello,18.0,3.2960422772356092e-06
Misia90156519,18.0,3.2960422772356092e-06
szukamdomu,18.0,3.2960422772356092e-06
PaweSlazak,18.0,3.2960422772356092e-06
karolinazaj,18.0,3.2960422772356092e-06
Matatjahu83,18.0,3.2960422772356092e-06
Luthien289,18.0,3.2960422772356092e-06
ectuspolonus,18.0,3.2960422772356092e-06
JagonPerperna,18.0,3.2960422772356092e-06
helaleniemiasto,18.0,3.2960422772356092e-06
AleksandraAnnaT,18.0,3.2960422772356092e-06
plotkibiznesowe,18.0,3.2960422772356092e-06
meahh92,18.0,3.2960422772356092e-06
jms_mariusz,18.0,3.2960422772356092e-06
DravenS17,18.0,3.2960422772356092e-06
kot_o_pies,18.0,3.2960422772356092e-06
Korfanty_goj,18.0,3.2960422772356092e-06
KJadzia,18.0,3.2960422772356092e-06
BartekSapkowski,18.0,3.2960422772356092e-06
Jacek_Hecht,18.0,3.2960422772356092e-06
Ietniwiatr,18.0,3.2960422772356092e-06
Wislicz,18.0,3.2960422772356092e-06
Djangowhiteboy,18.0,3.2960422772356092e-06
Ale_gosciu,18.0,3.2960422772356092e-06
Ana97065882,18.0,3.2960422772356092e-06
Damian28860942,18.0,3.2960422772356092e-06
tryba_marcin_33,18.0,3.2960422772356092e-06
tomaszzyz,18.0,3.2960422772356092e-06
edyta10940367,18.0,3.2960422772356092e-06
Andrew14148442,18.0,3.2960422772356092e-06
MarX71944727,18.0,3.2960422772356092e-06
Katarzy71611556,18.0,3.2960422772356092e-06
selka94,18.0,3.2960422772356092e-06
bacardieda,18.0,3.2960422772356092e-06
MarekPast,18.0,3.2960422772356092e-06
Chors101,18.0,3.2960422772356092e-06
chaotic_weirdo,18.0,3.2960422772356092e-06
Mateusz18173736,18.0,3.2960422772356092e-06
PiSLewica_Love,18.0,3.2960422772356092e-06
Katarzy14132362,18.0,3.2960422772356092e-06
barritus_69,18.0,3.2960422772356092e-06
M2M_Tester,18.0,3.2960422772356092e-06
Prywaciarrz,18.0,3.2960422772356092e-06
JuveTillEnd,18.0,3.2960422772356092e-06
biba_cafe,18.0,3.2960422772356092e-06
Ewa0909Ewa,18.0,3.2960422772356092e-06
Braass_Twitt,18.0,3.2960422772356092e-06
michaljanjanik1,18.0,3.2960422772356092e-06
seehux,18.0,3.2960422772356092e-06
KGrubachna,18.0,3.2960422772356092e-06
michalak_pm,18.0,3.2960422772356092e-06
cemek161,18.0,3.2960422772356092e-06
Sawomir09904675,18.0,3.2960422772356092e-06
UkochanyMaat,18.0,3.2960422772356092e-06
TSzmiga,18.0,3.2960422772356092e-06
LeAnKow,18.0,3.2960422772356092e-06
demokratura,18.0,3.2960422772356092e-06
artur11130971,18.0,3.2960422772356092e-06
CzwartyBlizniak,18.0,3.2960422772356092e-06
six4eighty,18.0,3.2960422772356092e-06
Piotr64688579,18.0,3.2960422772356092e-06
MieszkaniecWsi,18.0,3.2960422772356092e-06
Iza34676463,18.0,3.2960422772356092e-06
Piotrowski_tt,18.0,3.2960422772356092e-06
KrzPtaszynski,18.0,3.2960422772356092e-06
Rafall_O,18.0,3.2960422772356092e-06
slavvoooo,18.0,3.2960422772356092e-06
FKI_NESCOM,18.0,3.2960422772356092e-06
WieslawSobocin5,18.0,3.2960422772356092e-06
sstanczuk,18.0,3.2960422772356092e-06
Hihistor,18.0,3.2960422772356092e-06
KateeCaat,18.0,3.2960422772356092e-06
Carnifici,18.0,3.2960422772356092e-06
MarianSiwiec,18.0,3.2960422772356092e-06
arcyxVx,18.0,3.2960422772356092e-06
burbanska3,18.0,3.2960422772356092e-06
AdamZtych,18.0,3.2960422772356092e-06
tpuzniakowski,18.0,3.2960422772356092e-06
MrWorldwide305m,18.0,3.2960422772356092e-06
Docent_RP,18.0,3.2960422772356092e-06
Slawos9,18.0,3.2960422772356092e-06
MuremZaZdalnym,18.0,3.2960422772356092e-06
ukasz97861125,18.0,3.2960422772356092e-06
newbettersatan6,18.0,3.2960422772356092e-06
KazmirzW,18.0,3.2960422772356092e-06
Diamentowy2020,18.0,3.2960422772356092e-06
MichalFly,18.0,3.2960422772356092e-06
M_a_c_i_e_j_,18.0,3.2960422772356092e-06
GrazkaNie,18.0,3.2960422772356092e-06
darmatel1,18.0,3.2960422772356092e-06
fairyncrime,18.0,3.2960422772356092e-06
buckywje,18.0,3.2960422772356092e-06
10Brygada,18.0,3.2960422772356092e-06
MelonowyZolw,18.0,3.2960422772356092e-06
Hiena84737191,18.0,3.2960422772356092e-06
Rasengan1906,18.0,3.2960422772356092e-06
olsnienie,18.0,3.2960422772356092e-06
praet86,18.0,3.2960422772356092e-06
Filip_P10,18.0,3.2960422772356092e-06
Wiki_moto,18.0,3.2960422772356092e-06
siwa7110,18.0,3.2960422772356092e-06
Kotlet84,18.0,3.2960422772356092e-06
zelik_g,18.0,3.2960422772356092e-06
DAREKBWA,18.0,3.2960422772356092e-06
Radosaw46015881,18.0,3.2960422772356092e-06
EyesAreBlind,18.0,3.2960422772356092e-06
Grzegor16298147,18.0,3.2960422772356092e-06
0sk11,18.0,3.2960422772356092e-06
ObserwatorWROPL,18.0,3.2960422772356092e-06
godd_lol,18.0,3.2960422772356092e-06
Edyta79272685,18.0,3.2960422772356092e-06
Kamil52551975,18.0,3.2960422772356092e-06
rpotoc,18.0,3.2960422772356092e-06
tetejestslotki,18.0,3.2960422772356092e-06
Woynar,18.0,3.2960422772356092e-06
drybler,18.0,3.2960422772356092e-06
Dylanjesthot,18.0,3.2960422772356092e-06
_uncle_jun,18.0,3.2960422772356092e-06
DorotaHejka,18.0,3.2960422772356092e-06
bobafett27,18.0,3.2960422772356092e-06
gunthera_mws,18.0,3.2960422772356092e-06
Andrzej55098535,18.0,3.2960422772356092e-06
Rafa64046945,18.0,3.2960422772356092e-06
Michal_Jaszcz,18.0,3.2960422772356092e-06
SuperSilesia,18.0,3.2960422772356092e-06
timceti,18.0,3.2960422772356092e-06
PiotrLadra,18.0,3.2960422772356092e-06
_xMoonx__,18.0,3.2960422772356092e-06
RafaRedsareBad,18.0,3.2960422772356092e-06
onour_own,18.0,3.2960422772356092e-06
PiotrNagajek,18.0,3.2960422772356092e-06
_prawydolewego_,18.0,3.2960422772356092e-06
SocioDK,18.0,3.2960422772356092e-06
GChocian,18.0,3.2960422772356092e-06
StachuaArtur,18.0,3.2960422772356092e-06
tralalalalala55,18.0,3.2960422772356092e-06
kzvsky,18.0,3.2960422772356092e-06
Arkadiu66671150,18.0,3.2960422772356092e-06
YarpenZ,18.0,3.2960422772356092e-06
Anna50048058,18.0,3.2960422772356092e-06
StysKarol,18.0,3.2960422772356092e-06
dario_o77,18.0,3.2960422772356092e-06
MKairlines,18.0,3.2960422772356092e-06
JARO07061138,18.0,3.2960422772356092e-06
AndrzejUba,18.0,3.2960422772356092e-06
KowalczykMar,18.0,3.2960422772356092e-06
MaMoNa_91,18.0,3.2960422772356092e-06
justomaszewska,18.0,3.2960422772356092e-06
LaMoniqla,18.0,3.2960422772356092e-06
muminkologia,18.0,3.2960422772356092e-06
Wiecej_Dramy,18.0,3.2960422772356092e-06
Kaj39516276,18.0,3.2960422772356092e-06
LubieTakWolnoMi,18.0,3.2960422772356092e-06
Czytnik_pl,18.0,3.2960422772356092e-06
Lotnikx,18.0,3.2960422772356092e-06
jakub_zaborski,18.0,3.2960422772356092e-06
EwaMagid,18.0,3.2960422772356092e-06
Karolin62616039,18.0,3.2960422772356092e-06
Iwona04600954,18.0,3.2960422772356092e-06
PienkosMarek,18.0,3.2960422772356092e-06
wujodziurex,18.0,3.2960422772356092e-06
grzegorzbau,18.0,3.2960422772356092e-06
Piotr07243478,18.0,3.2960422772356092e-06
zauszfirme,18.0,3.2960422772356092e-06
adamgo111,18.0,3.2960422772356092e-06
Andrzej16236344,18.0,3.2960422772356092e-06
Jarek59245875,18.0,3.2960422772356092e-06
BiednyM,18.0,3.2960422772356092e-06
Marek47999257,18.0,3.2960422772356092e-06
nie_krzycz,18.0,3.2960422772356092e-06
TomChojnacki,18.0,3.2960422772356092e-06
Iove_struck,18.0,3.2960422772356092e-06
PiknikE24,18.0,3.2960422772356092e-06
slimmirka,18.0,3.2960422772356092e-06
macrophylla_0,18.0,3.2960422772356092e-06
hableconella6,18.0,3.2960422772356092e-06
ArekAreckiipp,18.0,3.2960422772356092e-06
Piotr05547142,18.0,3.2960422772356092e-06
AtheistsCornea,18.0,3.2960422772356092e-06
DarekMatysiak,18.0,3.2960422772356092e-06
faflunin,18.0,3.2960422772356092e-06
Janusz063145061,18.0,3.2960422772356092e-06
dwuwodorek,18.0,3.2960422772356092e-06
Bemm2019,18.0,3.2960422772356092e-06
MichaMWitkowsk1,18.0,3.2960422772356092e-06
wojkus16,18.0,3.2960422772356092e-06
RadekPrzyjemski,18.0,3.2960422772356092e-06
SirKondor1,18.0,3.2960422772356092e-06
Sir_Danthony,18.0,3.2960422772356092e-06
sportradiopl,18.0,3.2960422772356092e-06
zomo_do_budy,18.0,3.2960422772356092e-06
BorPiotr,18.0,3.2960422772356092e-06
slimiramen,18.0,3.2960422772356092e-06
outlawtorn86,18.0,3.2960422772356092e-06
MITuniverso,18.0,3.2960422772356092e-06
MarcinKwany2,18.0,3.2960422772356092e-06
smeagol2014,18.0,3.2960422772356092e-06
caselea_none,18.0,3.2960422772356092e-06
PSL_Malopolska,18.0,3.2960422772356092e-06
EddieEd27681692,18.0,3.2960422772356092e-06
xtakaprio,18.0,3.2960422772356092e-06
RadaPuchaczy,18.0,3.2960422772356092e-06
tw_witek,18.0,3.2960422772356092e-06
Krzysie89499752,18.0,3.2960422772356092e-06
qc_is_qc,18.0,3.2960422772356092e-06
kemot4slash,18.0,3.2960422772356092e-06
Movsd6,18.0,3.2960422772356092e-06
LTorbiczuk,18.0,3.2960422772356092e-06
_dygresja,18.0,3.2960422772356092e-06
PodkarpackaJas1,18.0,3.2960422772356092e-06
polskiekiwi,18.0,3.2960422772356092e-06
SirJeff1619,18.0,3.2960422772356092e-06
walusie2ll,18.0,3.2960422772356092e-06
Pio_Cho,18.0,3.2960422772356092e-06
moonjinchaky,18.0,3.2960422772356092e-06
OElika,18.0,3.2960422772356092e-06
carolszyk,18.0,3.2960422772356092e-06
jptomaszewski1,18.0,3.2960422772356092e-06
PR17935540,18.0,3.2960422772356092e-06
arekgrochot,18.0,3.2960422772356092e-06
crougles,17.0,3.1129288173891868e-06
g_owacz,17.0,3.1129288173891868e-06
orzel_bialy1,17.0,3.1129288173891868e-06
AgnieszkaPaczk3,17.0,3.1129288173891868e-06
blazej_61,17.0,3.1129288173891868e-06
FarrahM0an_,17.0,3.1129288173891868e-06
Micha64861221,17.0,3.1129288173891868e-06
karolbiernacki,17.0,3.1129288173891868e-06
Wanad77,17.0,3.1129288173891868e-06
jerzy515252,17.0,3.1129288173891868e-06
p_terpilowski,17.0,3.1129288173891868e-06
Kedzierski_JK,17.0,3.1129288173891868e-06
WojciechDobrow3,17.0,3.1129288173891868e-06
odpadydeszczu,17.0,3.1129288173891868e-06
Carl39621485,17.0,3.1129288173891868e-06
Halina65297749,17.0,3.1129288173891868e-06
WzeZdroju,17.0,3.1129288173891868e-06
Aleksader18,17.0,3.1129288173891868e-06
EPISTREFO,17.0,3.1129288173891868e-06
AtrocityVendorr,17.0,3.1129288173891868e-06
Paulie_Miz,17.0,3.1129288173891868e-06
KrzysZDziankowa,17.0,3.1129288173891868e-06
KejJohnny,17.0,3.1129288173891868e-06
jb90126,17.0,3.1129288173891868e-06
Grzegor91312787,17.0,3.1129288173891868e-06
PiotrRomanowsk7,17.0,3.1129288173891868e-06
Rudy12Kg,17.0,3.1129288173891868e-06
xLetsGoBrandonn,17.0,3.1129288173891868e-06
kris_mag,17.0,3.1129288173891868e-06
perlyswietlne,17.0,3.1129288173891868e-06
HaciaPatryk,17.0,3.1129288173891868e-06
michal32177011,17.0,3.1129288173891868e-06
GrootJestem,17.0,3.1129288173891868e-06
apoloniusz_ek,17.0,3.1129288173891868e-06
ChceNic,17.0,3.1129288173891868e-06
WsciekL,17.0,3.1129288173891868e-06
bordelineboca,17.0,3.1129288173891868e-06
LPietruchal,17.0,3.1129288173891868e-06
pinecki2017,17.0,3.1129288173891868e-06
andrztry,17.0,3.1129288173891868e-06
mgzpr,17.0,3.1129288173891868e-06
nastkatea,17.0,3.1129288173891868e-06
Artur40765018,17.0,3.1129288173891868e-06
myownangle,17.0,3.1129288173891868e-06
DanielSleboda,17.0,3.1129288173891868e-06
borkowski_lukas,17.0,3.1129288173891868e-06
sylwika6,17.0,3.1129288173891868e-06
p95_karol,17.0,3.1129288173891868e-06
gstrzygo,17.0,3.1129288173891868e-06
wikiera_klaudia,17.0,3.1129288173891868e-06
kerimXDguleryuz,17.0,3.1129288173891868e-06
ands_79,17.0,3.1129288173891868e-06
MLegalista,17.0,3.1129288173891868e-06
oracz1985,17.0,3.1129288173891868e-06
asiasocha,17.0,3.1129288173891868e-06
MaPetCed,17.0,3.1129288173891868e-06
MiceVixen,17.0,3.1129288173891868e-06
Widel666,17.0,3.1129288173891868e-06
MPtasiska,17.0,3.1129288173891868e-06
3Dsgettinboring,17.0,3.1129288173891868e-06
QHemmoQ,17.0,3.1129288173891868e-06
johnny_love79,17.0,3.1129288173891868e-06
czarna_ofca,17.0,3.1129288173891868e-06
4everUni2,17.0,3.1129288173891868e-06
CWienia,17.0,3.1129288173891868e-06
KrystynaD2013,17.0,3.1129288173891868e-06
stopabsurdia,17.0,3.1129288173891868e-06
Voytech15,17.0,3.1129288173891868e-06
xxx70889423,17.0,3.1129288173891868e-06
Greg79Grzegorz,17.0,3.1129288173891868e-06
KohlSauerkraut,17.0,3.1129288173891868e-06
VoytecT,17.0,3.1129288173891868e-06
LGBTpl,17.0,3.1129288173891868e-06
WioletaWesolow1,17.0,3.1129288173891868e-06
sweetso62432245,17.0,3.1129288173891868e-06
nieznamadresu,17.0,3.1129288173891868e-06
Piotr19329136,17.0,3.1129288173891868e-06
kociasty,17.0,3.1129288173891868e-06
Caderic1,17.0,3.1129288173891868e-06
ewaimis,17.0,3.1129288173891868e-06
Pawelll75,17.0,3.1129288173891868e-06
wrotaz,17.0,3.1129288173891868e-06
kmk_kris,17.0,3.1129288173891868e-06
M_Rudecki,17.0,3.1129288173891868e-06
hazan,17.0,3.1129288173891868e-06
8282Maria,17.0,3.1129288173891868e-06
MaciejLorenc,17.0,3.1129288173891868e-06
Natalia38630231,17.0,3.1129288173891868e-06
eInkwizycja,17.0,3.1129288173891868e-06
Peruk08657624,17.0,3.1129288173891868e-06
AgaJarczyk,17.0,3.1129288173891868e-06
MaciejNaskret,17.0,3.1129288173891868e-06
PogromcaBrowcow,17.0,3.1129288173891868e-06
olavi1977,17.0,3.1129288173891868e-06
MikolajOstapiuk,17.0,3.1129288173891868e-06
paullettakpop,17.0,3.1129288173891868e-06
hahakanji,17.0,3.1129288173891868e-06
KiziorKiziorski,17.0,3.1129288173891868e-06
Peter_Malick,17.0,3.1129288173891868e-06
M_Szulca,17.0,3.1129288173891868e-06
dreamless_girl,17.0,3.1129288173891868e-06
bomiraczek1,17.0,3.1129288173891868e-06
cryptoFreedomPL,17.0,3.1129288173891868e-06
JohnCar91751012,17.0,3.1129288173891868e-06
sunflxry,17.0,3.1129288173891868e-06
DziedzicPPruski,17.0,3.1129288173891868e-06
KatarzynaDiesel,17.0,3.1129288173891868e-06
WojtekMas,17.0,3.1129288173891868e-06
PepeTruck1906,17.0,3.1129288173891868e-06
Goldfin29013251,17.0,3.1129288173891868e-06
PrzemekWos74,17.0,3.1129288173891868e-06
ZOFIA31984192,17.0,3.1129288173891868e-06
tvarook,17.0,3.1129288173891868e-06
Penetrator8888,17.0,3.1129288173891868e-06
hazardzista4,17.0,3.1129288173891868e-06
ZDygas,17.0,3.1129288173891868e-06
Agniesz80553304,17.0,3.1129288173891868e-06
Mateusz60845946,17.0,3.1129288173891868e-06
JanPlocica,17.0,3.1129288173891868e-06
AwWarchal,17.0,3.1129288173891868e-06
PawelDobro,17.0,3.1129288173891868e-06
Jakub77103824,17.0,3.1129288173891868e-06
pako_x2,17.0,3.1129288173891868e-06
Politolog2,17.0,3.1129288173891868e-06
Docent_Deptula,17.0,3.1129288173891868e-06
