username,score,score_percentage
Kamila199812,2657.0,0.0004865324628119452
Padwe3,2653.0,0.00048580000897255956
Tomek69249845,2643.0,0.0004839688743740953
RPisarzowski,2641.0,0.00048360264745440245
Cassandra_Ilion,2637.0,0.00048287019361501675
TelukTomasz,2624.0,0.00048048971863701325
EdithFreedom,2615.0,0.00047884169749839544
akaniewski,2611.0,0.0004781092436590098
romekcz,2608.0,0.0004775599032794705
PrawakL,2601.0,0.00047627810906054554
tvn24,2594.0,0.0004749963148416206
poselTTrela,2592.0,0.00047463008792192774
AdamusKrystyna,2589.0,0.0004740807475423885
MagdaCDN,2570.0,0.00047060159180530644
zuzanna_dab,2558.0,0.0004684042302871494
soipruk,2549.0,0.0004667562091485316
Lukasz_Najder,2539.0,0.00046492507455006733
Niktnejm,2535.0,0.00046419262071068163
MichalWawer,2529.0,0.00046309393995160313
Szpital_MTP,2509.0,0.0004594316707546747
ryszcuk,2508.0,0.0004592485572948282
Duzymes,2482.0,0.0004544876073388212
slav3331,2477.0,0.0004535720400395891
Duke_Kristof,2466.0,0.00045155779198127846
W_Kowal,2456.0,0.00044972665738281426
SzJadczak,2456.0,0.00044972665738281426
szarapolka,2453.0,0.00044917731700327496
JKlimasara,2448.0,0.00044826174970404286
jakubwiech,2448.0,0.00044826174970404286
HalikRafa,2445.0,0.0004477124093245036
MagiMcoin,2437.0,0.0004462475016457322
mblaszczak,2435.0,0.00044588127472603936
jadzia48,2427.0,0.000444416367047268
EwaZamojska,2423.0,0.0004436839132078823
Malbik_Endar,2422.0,0.00044350079974803585
Arbuziasty1,2418.0,0.0004427683459086502
kz_marcin,2417.0,0.00044258523244880375
ginpo7,2412.0,0.00044166966514957165
MazurArtur,2399.0,0.00043928919017156815
Karolina19822,2397.0,0.0004389229632518753
mc_mcck,2396.0,0.0004387398497920289
PiotrWolosik,2388.0,0.0004372749421132575
MichalBayek,2387.0,0.0004370918286534111
MikiWrobelek_,2383.0,0.0004363593748140254
AndrzejM787,2371.0,0.0004341620132958683
Stumbras997,2357.0,0.0004315984248580184
Bebzon_Higgsa,2355.0,0.00043123219793832554
krerner,2350.0,0.00043031663063909344
dominoo94,2346.0,0.00042958417679970774
ZiobroPL,2341.0,0.00042866860950047564
Pani_Scarlett,2322.0,0.0004251894537633936
adam_giza,2320.0,0.00042482322684370073
OnetWiadomosci,2304.0,0.000421893411486158
WodzinskiAndrew,2288.0,0.00041896359612861523
GrazynkaKowal,2283.0,0.00041804802882938313
RSmoktunowicz,2280.0,0.0004174986884498438
astray_gay,2265.0,0.0004147519865521475
JakubMokotow,2258.0,0.0004134701923332226
RPasnicki,2235.0,0.0004092585827567548
Rozmowa_RMF,2234.0,0.0004090754692969084
Pawe59159627,2234.0,0.0004090754692969084
DorotaD10,2212.0,0.0004050469731802871
RyszardW1957,2208.0,0.0004043145193409014
Int_Wydarzenia,2208.0,0.0004043145193409014
Marta_Kiermasz,2202.0,0.00040321583858182286
m_tyrawski,2202.0,0.00040321583858182286
MrNwo2030,2186.0,0.0004002860232242801
rrobertn,2175.0,0.00039827177516596945
ZbigniewHoldys,2173.0,0.0003979055482462766
PatrykSlowik,2162.0,0.00039589130018796595
wPolityce_pl,2154.0,0.0003944263925091946
Dawid95001263,2152.0,0.00039406016558950175
MowMiWuju,2152.0,0.00039406016558950175
la_felicefenice,2146.0,0.0003929614848304232
RomanSzelemej,2143.0,0.00039241214445088395
ArliBro,2138.0,0.0003914965771516518
Wosarba,2128.0,0.0003896654425531876
SebRoss4,2116.0,0.00038746808103503054
adrian_rzeszow,2116.0,0.00038746808103503054
KonradBorkowsk7,2115.0,0.0003872849675751841
mamakatarzyna,2105.0,0.0003854538329767199
Kamil57130417,2104.0,0.00038527071951687344
JurdziakPawel,2103.0,0.00038508760605702704
Leth0N,2102.0,0.0003849044925971806
Aldowiwi1,2094.0,0.00038343958491840924
NZGoebbelsa,2094.0,0.00038343958491840924
volnoscioviec,2092.0,0.0003830733579987164
Agata47963187,2078.0,0.00038050976956086643
mietczynski,2078.0,0.00038050976956086643
S_Wikariak,2072.0,0.00037941108880178793
Grzesiek_Gawin,2063.0,0.00037776306766317013
patrykmichalski,2056.0,0.0003764812734442452
Chlopaku,2053.0,0.0003759319330647059
wlodekczarzasty,2032.0,0.000372086550407931
NonsenseFlat,2026.0,0.0003709878696488525
Svaarth,2019.0,0.0003697060754299275
JablonskiDoktor,2014.0,0.0003687905081306954
SkiperAdmiral,2007.0,0.0003675087139117704
Dorota_Brejza,2002.0,0.0003665931466125383
atmecom,1994.0,0.00036512823893376697
forsalpl,1991.0,0.00036457889855422767
KaroGlowacka,1977.0,0.00036201531011637776
pawel_senkowski,1973.0,0.00036128285627699206
PaniPytalska,1960.0,0.00035890238129898856
Cenckiewicz,1954.0,0.00035780370053991006
NogalPawe,1953.0,0.0003576205870800636
Allenbrsk,1951.0,0.00035725436016037076
Magdale22740227,1950.0,0.00035707124670052436
annagaranin,1945.0,0.00035615567940129226
RadiowaTrojka,1945.0,0.00035615567940129226
rosesforhazz,1938.0,0.00035487388518236725
profesor_Jan,1938.0,0.00035487388518236725
zelazna_logika,1921.0,0.0003517609563649781
t_peplowski,1918.0,0.0003512116159854388
KrokodylG,1915.0,0.00035066227560589955
GretaCzyta,1913.0,0.0003502960486862067
KBiedrzycka,1909.0,0.000349563594846821
pater_matthaeus,1903.0,0.0003484649140877425
KGrabie,1898.0,0.00034754934678851035
Sewygerio85,1898.0,0.00034754934678851035
Micha53907142,1887.0,0.0003455350987301997
MadkaKohana,1886.0,0.0003453519852703533
Swiadomy86,1884.0,0.00034498575835066044
reszef,1882.0,0.0003446195314309676
JanMencwel,1877.0,0.0003437039641317355
KasiaLipp,1871.0,0.00034260528337265694
awdaniec47,1870.0,0.00034242216991281054
jary76,1860.0,0.0003405910353143463
piggeonx,1859.0,0.0003404079218544999
Kris77Tany,1856.0,0.0003398585814749606
Mamol70105536,1839.0,0.00033674565265757144
Daniel870219561,1839.0,0.00033674565265757144
marek_anonim,1835.0,0.00033601319881818573
kongresBiz,1834.0,0.0003358300853583393
KlaudiuszSlezak,1827.0,0.00033454829113941433
deirdre0me,1826.0,0.00033436517767956793
Lewactwo,1822.0,0.00033363272384018223
prestiz_pogarda,1818.0,0.00033290027000079653
partiarazem,1815.0,0.0003323509296212573
KStrzalkowski,1813.0,0.00033198470270156443
toksycznymOkiem,1811.0,0.0003316184757818716
LukaszKohut,1805.0,0.000330519795022793
ToNiePrzejdzie,1799.0,0.00032942111426371453
MWardzyniakowa,1795.0,0.0003286886604243288
YrakiwYnolapan,1793.0,0.000328322433504636
NevermindJan,1788.0,0.0003274068662054039
BWszechpolski,1785.0,0.00032685752582586457
Amelia7611,1784.0,0.0003266744123660182
Mecenas_Kon,1779.0,0.0003257588450667861
Grzegor70212394,1775.0,0.00032502639122740037
boskigacek,1774.0,0.0003248432777675539
piotr_zarzycki,1772.0,0.0003244770508478611
michalwypij,1767.0,0.00032356148354862897
piotr_piela,1763.0,0.00032282902970924327
Grzegorz_Red,1760.0,0.000322279689329704
WolnosciowiecPL,1757.0,0.00032173034895016477
KrzysztofLisek,1756.0,0.0003215472354903183
r_sawoniewicz,1754.0,0.00032118100857062546
krystynastu,1754.0,0.00032118100857062546
JankowskiAdamTT,1753.0,0.00032099789511077907
kryztiandk,1750.0,0.0003204485547312398
TheCejrowski,1745.0,0.00031953298743200766
DominikKucinsk,1739.0,0.00031843430667292916
pawwoj1,1737.0,0.0003180680797532363
gazeta_wyborcza,1731.0,0.00031696939899415776
BakZdzis,1731.0,0.00031696939899415776
ZandbergRAZEM,1723.0,0.00031550449131538636
Jakub_G_W,1722.0,0.00031532137785553996
Gosc_RadiaZET,1719.0,0.0003147720374760007
luc_woc,1718.0,0.00031458892401615426
MarcinPalade,1709.0,0.00031294090287753646
MorawieckiM,1701.0,0.0003114759951987651
TRUSTandCONTROL,1701.0,0.0003114759951987651
angeliquedeberg,1696.0,0.00031056042789953295
agentwolnosci,1693.0,0.0003100110875199937
JckSki,1686.0,0.00030872929330106875
acosta_re_nata,1685.0,0.0003085461798412223
k_pyrc,1680.0,0.0003076306125419902
Thierry_Smialek,1668.0,0.00030543325102383315
BeMarcin,1667.0,0.0003052501375639867
MadameClaudine2,1662.0,0.0003043345702647546
SamPereira_,1660.0,0.00030396834334506175
IncubatorNigel,1641.0,0.00030048918760797975
Martin93229280,1636.0,0.0002995736203087476
CrazyLukasz,1634.0,0.00029920739338905474
krolszydercow,1632.0,0.0002988411664693619
P_Zdunczyk,1629.0,0.00029829182608982264
Ferdi63210137,1621.0,0.00029682691841105124
MarcinPrzybylek,1621.0,0.00029682691841105124
Tom3kM,1614.0,0.0002955451241921263
_Szerpo,1608.0,0.0002944464434330478
DanGr0987654321,1600.0,0.0002929815357542764
piotrkarwowski,1600.0,0.0002929815357542764
slwstr,1596.0,0.0002922490819148907
SlawomiraR,1594.0,0.00029188285499519783
matisick,1592.0,0.000291516628075505
Madel_Krzysztof,1592.0,0.000291516628075505
dashina87,1591.0,0.0002913335146156586
PrzemekStaciwa,1587.0,0.0002906010607762729
WaclawJan,1587.0,0.0002906010607762729
Marcin_Celinski,1586.0,0.0002904179473164265
MirekMegan,1583.0,0.0002898686069368872
Mariusz05025167,1583.0,0.0002898686069368872
AmbasadaIIIRP,1577.0,0.0002887699261778087
mroszcz39,1571.0,0.00028767124541873013
BKopyto,1571.0,0.00028767124541873013
pepcia2018,1570.0,0.00028748813195888373
SpodLasku,1560.0,0.0002856569973604195
pawelkowalpl,1559.0,0.0002854738839005731
se_pl,1555.0,0.0002847414300611874
pankempa,1549.0,0.0002836427493021088
_zboral,1547.0,0.00028327652238241597
SlawekNeumann,1544.0,0.0002827271820028767
PolanskiL_,1542.0,0.00028236095508318387
JNizinkiewicz,1542.0,0.00028236095508318387
MrsLydiawi,1539.0,0.0002818116147036446
mkljczk,1533.0,0.00028071293394456607
LasekMaciej,1532.0,0.0002805298204847196
RafalZeWschodu,1530.0,0.00028016359356502677
weronikaszubarg,1520.0,0.00027833245896656257
EislerAndrzej,1518.0,0.0002779662320468697
mat3oosh,1509.0,0.0002763182109082519
Antyfoliarz666,1507.0,0.00027595198398855906
BrataPanPozdrow,1506.0,0.00027576887052871267
Dycha_3,1501.0,0.0002748533032294805
Pawel46760290,1500.0,0.0002746701897696341
Taplarski_Dziad,1496.0,0.0002739377359302484
wieczorek1973,1493.0,0.00027338839555070916
PiknyKaczor,1489.0,0.00027265594171132346
maciejluczak,1489.0,0.00027265594171132346
Janusz1967,1487.0,0.0002722897147916306
klaudusiarutka,1487.0,0.0002722897147916306
MattStolzman,1487.0,0.0002722897147916306
rafalmosiolek,1481.0,0.00027119103403255206
KoniecUE,1476.0,0.00027027546673331996
kot_z_twarza,1474.0,0.0002699092398136271
PiotrPenen,1473.0,0.0002697261263537807
Niezkrwiazduszy,1473.0,0.0002697261263537807
czakdar,1472.0,0.00026954301289393426
Anna_Mierzynska,1462.0,0.00026771187829547006
jacekmiedlar,1457.0,0.00026679631099623796
MrWhitie,1449.0,0.00026533140331746655
dreamsandyou1,1444.0,0.00026441583601823445
DawidZbik,1441.0,0.00026386649563869515
bakos79,1439.0,0.0002635002687190023
KrocpokZboj,1438.0,0.0002633171552591559
KNerwosol,1431.0,0.00026203536104023095
AC230W,1428.0,0.0002614860206606917
Pan_Roztropny,1426.0,0.00026111979374099885
ma_drza,1424.0,0.000260753566821306
ArturStelmasiak,1420.0,0.0002600211129819203
wojciechladny1,1416.0,0.0002592886591425346
AnimeGrandma,1416.0,0.0002592886591425346
PrzemekTaranek,1413.0,0.00025873931876299535
AdamK1972,1410.0,0.00025818997838345604
Dzejkob2289,1407.0,0.0002576406380039168
krisuprezio,1400.0,0.00025635884378499184
HaKejt,1398.0,0.000255992616865299
RobbieSondaze,1391.0,0.00025471082264637404
beata_skwarska,1383.0,0.00025324591496760264
MonikaMonigil,1377.0,0.00025214723420852414
KosiniakKamysz,1376.0,0.0002519641207486777
1pawcio1,1376.0,0.0002519641207486777
JoannaLichocka,1375.0,0.0002517810072888313
wrealu24_pl,1373.0,0.00025141478036913844
KAboszewski,1372.0,0.000251231666909292
calipso_vera,1369.0,0.00025068232652975274
PCh24pl,1367.0,0.0002503160996100599
Dziewuchy,1364.0,0.00024976675923052064
MSmolanska,1360.0,0.00024903430539113493
Pawe58932974,1355.0,0.00024811873809190283
JaskuAnna,1354.0,0.0002479356246320564
MarekS98837118,1345.0,0.0002462876034934386
Baba_yaga_bum,1344.0,0.0002461044900335922
bweglarczyk,1333.0,0.0002440902419752815
LepkowskaGolas,1329.0,0.00024335778813589583
Eliza35620769,1327.0,0.00024299156121620298
jackislander,1326.0,0.00024280844775635655
AdamFreemanPL,1321.0,0.00024189288045712445
rraczkowska94,1320.0,0.00024170976699727803
_Elzbieta_M_,1312.0,0.00024024485931850662
Pazdziernikowa,1312.0,0.00024024485931850662
ProfSwiezak,1311.0,0.00024006174585866022
LukasPawlowski,1308.0,0.00023951240547912095
toncioszczepci2,1306.0,0.0002391461785594281
AlKaJaCi,1305.0,0.00023896306509958167
przemekcz84,1304.0,0.00023877995163973525
PanWaldemar,1299.0,0.00023786438434050315
